mean,number_of_topics,var
0.362,5,0.031
0.364,10,0.027
0.364,15,0.027
0.365,20,0.026
0.364,25,0.03
0.362,30,0.026
0.364,35,0.02
0.364,40,0.022
0.365,45,0.019
0.365,50,0.017
