mean,number_of_topics,var
0.66,5,0.14
0.664,10,0.134
0.671,15,0.138
0.664,20,0.135
0.664,25,0.148
0.664,30,0.132
0.67,35,0.124
0.672,40,0.121
0.675,45,0.115
0.677,50,0.105
