mean,number_of_topics,var
0.366,5,0.027
0.368,10,0.024
0.364,15,0.023
0.362,20,0.028
0.366,25,0.016
0.366,30,0.019
0.367,35,0.019
0.366,40,0.022
0.367,45,0.018
0.365,50,0.018
