mean,number_of_topics,var
0.255,5,0.09
0.253,10,0.084
0.252,15,0.076
0.248,20,0.081
0.246,25,0.085
0.248,30,0.082
0.252,35,0.083
0.246,40,0.083
0.247,45,0.079
0.246,50,0.08
