mean,number_of_topics,var
0.299,5,0.001
0.301,10,0.003
0.3,15,0.004
0.301,20,0.002
0.296,25,0.002
0.296,30,0.001
0.291,35,0.002
0.288,40,0.001
0.286,45,0.002
0.286,50,0.002
