mean,number_of_topics,var
0.735,5,0.02
0.733,10,0.017
0.733,15,0.017
0.735,20,0.016
0.739,25,0.021
0.741,30,0.019
0.746,35,0.016
0.748,40,0.015
0.75,45,0.016
0.751,50,0.017
