mean,number_of_topics,var
0.775,5,0.008
0.768,10,0.013
0.771,15,0.009
0.77,20,0.008
0.771,25,0.009
0.773,30,0.003
0.774,35,0.005
0.78,40,0.005
0.777,45,0.005
0.777,50,0.006
