mean,number_of_topics,var
0.351,5,0.012
0.352,10,0.012
0.348,15,0.011
0.35,20,0.011
0.347,25,0.013
0.345,30,0.012
0.343,35,0.014
0.34,40,0.014
0.337,45,0.013
0.336,50,0.014
