mean,number_of_topics,var
0.667,5,0.06
0.667,10,0.069
0.665,15,0.075
0.666,20,0.069
0.666,25,0.082
0.671,30,0.06
0.663,35,0.068
0.665,40,0.068
0.674,45,0.051
0.677,50,0.048
