mean,number_of_topics,var
0.661,5,0.02
0.66,10,0.024
0.659,15,0.028
0.66,20,0.026
0.661,25,0.032
0.661,30,0.023
0.657,35,0.025
0.658,40,0.025
0.663,45,0.017
0.663,50,0.015
