mean,number_of_topics,var
0.655,5,0.23
0.655,10,0.229
0.663,15,0.215
0.663,20,0.215
0.663,25,0.216
0.664,30,0.216
0.657,35,0.231
0.664,40,0.216
0.663,45,0.216
0.664,50,0.217
