mean,number_of_topics,var
0.042,5,0.001
0.042,10,0.001
0.042,15,0.001
0.042,20,0.001
0.042,25,0.001
0.042,30,0.001
0.042,35,0.001
0.042,40,0.001
0.042,45,0.001
0.042,50,0.001
