mean,number_of_topics,var
0.373,5,0.012
0.374,10,0.012
0.373,15,0.013
0.373,20,0.013
0.373,25,0.012
0.372,30,0.014
0.37,35,0.015
0.369,40,0.014
0.367,45,0.017
0.367,50,0.018
