mean,number_of_topics,var
0.351,5,0.012
0.352,10,0.011
0.351,15,0.012
0.35,20,0.011
0.348,25,0.013
0.345,30,0.012
0.342,35,0.012
0.34,40,0.011
0.337,45,0.014
0.337,50,0.015
