mean,number_of_topics,var
0.66,5,0.077
0.662,10,0.074
0.666,15,0.077
0.664,20,0.075
0.662,25,0.085
0.66,30,0.072
0.668,35,0.062
0.668,40,0.063
0.67,45,0.06
0.671,50,0.051
