mean,number_of_topics,var
0.365,5,0.024
0.366,10,0.025
0.364,15,0.025
0.366,20,0.023
0.365,25,0.028
0.365,30,0.022
0.363,35,0.023
0.363,40,0.022
0.365,45,0.017
0.366,50,0.016
