mean,number_of_topics,var
0.663,5,0.198
0.664,10,0.202
0.664,15,0.191
0.665,20,0.196
0.659,25,0.213
0.665,30,0.198
0.66,35,0.203
0.655,40,0.215
0.663,45,0.206
0.663,50,0.21
