mean,number_of_topics,var
0.703,5,0.023
0.703,10,0.022
0.703,15,0.023
0.705,20,0.023
0.708,25,0.025
0.71,30,0.023
0.715,35,0.023
0.717,40,0.023
0.717,45,0.023
0.719,50,0.023
