mean,number_of_topics,var
0.646,5,0.003
0.647,10,0.004
0.646,15,0.003
0.647,20,0.003
0.646,25,0.003
0.646,30,0.004
0.646,35,0.004
0.646,40,0.004
0.647,45,0.004
0.647,50,0.005
