mean,number_of_topics,var
0.339,5,0.084
0.342,10,0.078
0.343,15,0.077
0.343,20,0.077
0.344,25,0.082
0.343,30,0.075
0.345,35,0.07
0.346,40,0.071
0.346,45,0.068
0.349,50,0.063
