mean,number_of_topics,var
0.375,5,0.005
0.376,10,0.005
0.375,15,0.005
0.376,20,0.005
0.376,25,0.005
0.377,30,0.006
0.377,35,0.007
0.376,40,0.008
0.375,45,0.008
0.375,50,0.01
