mean,number_of_topics,var
0.667,5,0.061
0.67,10,0.063
0.668,15,0.071
0.659,20,0.077
0.675,25,0.041
0.671,30,0.06
0.673,35,0.056
0.67,40,0.064
0.676,45,0.05
0.673,50,0.055
