mean,number_of_topics,var
0.346,5,0.077
0.346,10,0.073
0.343,15,0.072
0.34,20,0.08
0.348,25,0.059
0.348,30,0.068
0.352,35,0.064
0.348,40,0.071
0.351,45,0.063
0.347,50,0.064
