mean,number_of_topics,var
0.363,5,0.005
0.364,10,0.007
0.362,15,0.005
0.364,20,0.004
0.362,25,0.007
0.362,30,0.005
0.361,35,0.005
0.362,40,0.003
0.362,45,0.003
0.362,50,0.002
