mean,number_of_topics,var
0.308,5,0.094
0.302,10,0.093
0.305,15,0.087
0.301,20,0.089
0.299,25,0.096
0.302,30,0.09
0.301,35,0.093
0.299,40,0.096
0.299,45,0.091
0.296,50,0.092
