mean,number_of_topics,var
0.775,5,0.008
0.772,10,0.006
0.77,15,0.008
0.773,20,0.005
0.774,25,0.006
0.776,30,0.007
0.776,35,0.006
0.778,40,0.005
0.777,45,0.006
0.779,50,0.004
