mean,number_of_topics,var
0.309,5,0.095
0.313,10,0.091
0.31,15,0.087
0.31,20,0.093
0.313,25,0.081
0.314,30,0.084
0.319,35,0.08
0.314,40,0.085
0.317,45,0.079
0.312,50,0.081
