mean,number_of_topics,var
0.778,5,0.002
0.776,10,0.001
0.776,15,0.001
0.777,20,0.002
0.776,25,0.001
0.777,30,0.001
0.776,35,0.001
0.776,40,0.001
0.777,45,0.001
0.777,50,0.001
