mean,number_of_topics,var
0.375,5,0.005
0.376,10,0.004
0.373,15,0.005
0.376,20,0.005
0.376,25,0.004
0.376,30,0.006
0.377,35,0.008
0.376,40,0.007
0.375,45,0.007
0.372,50,0.009
