mean,number_of_topics,var
0.663,5,0.064
0.664,10,0.071
0.662,15,0.073
0.665,20,0.068
0.663,25,0.075
0.665,30,0.064
0.664,35,0.075
0.653,40,0.098
0.656,45,0.092
0.665,50,0.082
