mean,number_of_topics,var
0.352,5,0.011
0.349,10,0.01
0.35,15,0.011
0.349,20,0.011
0.346,25,0.011
0.346,30,0.014
0.343,35,0.013
0.34,40,0.013
0.337,45,0.016
0.334,50,0.015
