mean,number_of_topics,var
0.664,5,0.189
0.667,10,0.199
0.671,15,0.193
0.67,20,0.191
0.673,25,0.194
0.677,30,0.182
0.668,35,0.194
0.67,40,0.19
0.68,45,0.174
0.685,50,0.164
