mean,number_of_topics,var
0.653,5,0.014
0.653,10,0.014
0.654,15,0.014
0.653,20,0.014
0.654,25,0.015
0.653,30,0.014
0.654,35,0.014
0.654,40,0.014
0.654,45,0.014
0.655,50,0.015
