mean,number_of_topics,var
0.659,5,0.197
0.669,10,0.193
0.671,15,0.193
0.666,20,0.202
0.677,25,0.173
0.676,30,0.185
0.683,35,0.169
0.675,40,0.185
0.684,45,0.167
0.679,50,0.178
