mean,number_of_topics,var
0.344,5,0.073
0.346,10,0.077
0.343,15,0.076
0.346,20,0.073
0.346,25,0.077
0.348,30,0.069
0.344,35,0.073
0.344,40,0.072
0.348,45,0.063
0.351,50,0.06
