mean,number_of_topics,var
0.629,5,0.004
0.629,10,0.004
0.629,15,0.004
0.629,20,0.004
0.629,25,0.004
0.629,30,0.004
0.629,35,0.004
0.629,40,0.004
0.629,45,0.004
0.629,50,0.004
