mean,number_of_topics,var
0.658,5,0.021
0.658,10,0.024
0.657,15,0.027
0.659,20,0.023
0.655,25,0.028
0.659,30,0.019
0.658,35,0.025
0.653,40,0.039
0.655,45,0.034
0.657,50,0.028
