mean,number_of_topics,var
0.361,5,0.006
0.36,10,0.006
0.36,15,0.005
0.36,20,0.005
0.359,25,0.006
0.36,30,0.005
0.361,35,0.005
0.36,40,0.005
0.361,45,0.005
0.36,50,0.004
