mean,number_of_topics,var
0.654,5,0.014
0.653,10,0.014
0.653,15,0.014
0.653,20,0.014
0.653,25,0.013
0.654,30,0.014
0.654,35,0.014
0.654,40,0.014
0.654,45,0.014
0.654,50,0.014
