mean,number_of_topics,var
0.371,5,0.002
0.372,10,0.001
0.37,15,0.002
0.372,20,0.001
0.37,25,0.001
0.372,30,0.002
0.372,35,0.005
0.371,40,0.003
0.371,45,0.002
0.368,50,0.003
