mean,number_of_topics,var
0.653,5,0.013
0.654,10,0.014
0.653,15,0.013
0.653,20,0.014
0.653,25,0.015
0.653,30,0.014
0.654,35,0.015
0.654,40,0.015
0.655,45,0.016
0.655,50,0.015
