mean,number_of_topics,var
0.358,5,0.048
0.361,10,0.051
0.358,15,0.05
0.36,20,0.046
0.36,25,0.053
0.361,30,0.044
0.356,35,0.047
0.358,40,0.045
0.361,45,0.038
0.363,50,0.037
