mean,number_of_topics,var
0.362,5,0.003
0.362,10,0.002
0.362,15,0.003
0.363,20,0.002
0.361,25,0.002
0.362,30,0.003
0.362,35,0.004
0.361,40,0.003
0.362,45,0.003
0.36,50,0.004
