mean,number_of_topics,var
0.649,5,0.242
0.663,10,0.215
0.656,15,0.23
0.663,20,0.216
0.651,25,0.24
0.663,30,0.216
0.669,35,0.204
0.656,40,0.23
0.663,45,0.216
0.663,50,0.216
