mean,number_of_topics,var
0.665,5,0.122
0.67,10,0.121
0.67,15,0.13
0.659,20,0.14
0.68,25,0.094
0.676,30,0.117
0.682,35,0.106
0.675,40,0.12
0.682,45,0.102
0.679,50,0.108
