mean,number_of_topics,var
0.306,5,0.099
0.31,10,0.09
0.311,15,0.089
0.311,20,0.088
0.311,25,0.095
0.311,30,0.087
0.313,35,0.085
0.313,40,0.087
0.313,45,0.083
0.316,50,0.08
