mean,number_of_topics,var
0.255,5,0.091
0.255,10,0.078
0.253,15,0.082
0.256,20,0.076
0.251,25,0.085
0.256,30,0.076
0.256,35,0.073
0.253,40,0.081
0.257,45,0.076
0.256,50,0.076
