mean,number_of_topics,var
0.298,5,0.002
0.301,10,0.002
0.301,15,0.002
0.299,20,0.004
0.297,25,0.001
0.293,30,0.001
0.291,35,0.002
0.288,40,0.003
0.288,45,0.002
0.286,50,0.001
