mean,number_of_topics,var
0.299,5,0.001
0.301,10,0.001
0.301,15,0.001
0.302,20,0.002
0.296,25,0.001
0.295,30,0.002
0.291,35,0.003
0.288,40,0.001
0.287,45,0.0
0.286,50,0.001
