mean,number_of_topics,var
0.736,5,0.021
0.731,10,0.021
0.734,15,0.018
0.733,20,0.019
0.735,25,0.02
0.739,30,0.015
0.745,35,0.016
0.748,40,0.016
0.749,45,0.015
0.75,50,0.018
