mean,number_of_topics,var
0.655,5,0.207
0.668,10,0.192
0.675,15,0.196
0.67,20,0.192
0.667,25,0.208
0.669,30,0.19
0.674,35,0.184
0.671,40,0.189
0.674,45,0.183
0.678,50,0.173
