mean,number_of_topics,var
0.254,5,0.09
0.258,10,0.086
0.254,15,0.076
0.253,20,0.082
0.255,25,0.076
0.256,30,0.075
0.256,35,0.076
0.255,40,0.075
0.255,45,0.075
0.253,50,0.075
