mean,number_of_topics,var
0.015,5,0.001
0.015,10,0.001
0.015,15,0.001
0.015,20,0.001
0.015,25,0.001
0.015,30,0.001
0.015,35,0.001
0.015,40,0.001
0.015,45,0.001
0.015,50,0.001
