mean,number_of_topics,var
0.676,5,0.021
0.676,10,0.021
0.675,15,0.019
0.676,20,0.021
0.676,25,0.021
0.678,30,0.02
0.682,35,0.022
0.682,40,0.022
0.683,45,0.023
0.684,50,0.024
