mean,number_of_topics,var
0.363,5,0.007
0.363,10,0.006
0.363,15,0.003
0.362,20,0.006
0.362,25,0.002
0.363,30,0.003
0.363,35,0.003
0.362,40,0.004
0.363,45,0.003
0.362,50,0.002
