mean,number_of_topics,var
0.657,5,0.03
0.659,10,0.028
0.661,15,0.029
0.661,20,0.028
0.658,25,0.035
0.656,30,0.029
0.661,35,0.019
0.659,40,0.023
0.662,45,0.019
0.662,50,0.015
