mean,number_of_topics,var
0.676,5,0.02
0.676,10,0.02
0.673,15,0.019
0.676,20,0.02
0.675,25,0.02
0.68,30,0.022
0.681,35,0.021
0.683,40,0.023
0.683,45,0.024
0.682,50,0.022
