mean,number_of_topics,var
0.355,5,0.058
0.358,10,0.052
0.358,15,0.052
0.358,20,0.05
0.357,25,0.056
0.356,30,0.05
0.359,35,0.044
0.358,40,0.045
0.359,45,0.042
0.361,50,0.038
