mean,number_of_topics,var
0.736,5,0.019
0.736,10,0.02
0.729,15,0.015
0.731,20,0.016
0.737,25,0.018
0.741,30,0.018
0.746,35,0.017
0.746,40,0.017
0.748,45,0.02
0.746,50,0.018
