mean,number_of_topics,var
0.309,5,0.089
0.311,10,0.093
0.311,15,0.089
0.313,20,0.087
0.315,25,0.089
0.315,30,0.085
0.311,35,0.089
0.313,40,0.086
0.314,45,0.08
0.317,50,0.076
