mean,number_of_topics,var
0.362,5,0.026
0.36,10,0.027
0.36,15,0.026
0.36,20,0.026
0.358,25,0.028
0.359,30,0.025
0.359,35,0.028
0.356,40,0.032
0.358,45,0.03
0.357,50,0.029
