mean,number_of_topics,var
2257.971,5,77.493
2047.234,10,84.191
1934.248,15,105.542
1832.15,20,107.677
1756.318,25,108.3
1696.111,30,110.047
1645.126,35,113.291
1589.759,40,104.717
1544.428,45,109.855
1506.283,50,113.427
