mean,number_of_topics,var
2234.892,5,62.121
2035.504,10,53.278
1916.522,15,60.75
1831.275,20,64.467
1752.951,25,61.268
1691.084,30,74.313
1641.658,35,64.096
1599.744,40,67.877
1554.097,45,61.093
1513.359,50,65.839
