mean,number_of_topics,var
1393.625,5,108.807
1218.846,10,133.484
1149.55,15,144.204
1133.513,20,156.669
1149.913,25,172.176
1161.595,30,182.036
1202.836,35,188.298
1234.433,40,207.538
1322.839,45,227.304
1420.977,50,269.564
